737,195,"2Kgs.",23,33
738,195,"2Kgs.",23,36
739,195,"2Kgs.",24,4
740,195,"2Kgs.",24,8
741,195,"2Kgs.",24,10
742,195,"2Kgs.",24,14
743,195,"2Kgs.",24,15
744,195,"2Kgs.",24,18
745,195,"2Kgs.",24,20
746,195,"2Kgs.",25,1
747,195,"2Kgs.",25,8
748,195,"2Kgs.",25,9
749,195,"2Kgs.",25,10
750,195,"1Chr.",3,4
751,195,"1Chr.",3,5
752,195,"1Chr.",6,10
753,195,"1Chr.",6,15
754,195,"1Chr.",6,32
755,195,"1Chr.",8,28
756,195,"1Chr.",8,32
757,195,"1Chr.",9,3
758,195,"1Chr.",9,34
759,195,"1Chr.",9,38
760,195,"1Chr.",11,4
761,195,"1Chr.",14,3
762,195,"1Chr.",14,4
763,195,"1Chr.",15,3
764,195,"1Chr.",18,7
765,195,"1Chr.",19,15
766,195,"1Chr.",20,1
767,195,"1Chr.",20,3
768,195,"1Chr.",21,4
769,195,"1Chr.",21,15
770,195,"1Chr.",21,16
771,195,"1Chr.",23,25
772,195,"1Chr.",28,1
773,195,"1Chr.",29,27
774,195,"2Chr.",1,4
775,195,"2Chr.",1,13
776,195,"2Chr.",1,14
777,195,"2Chr.",1,15
778,195,"2Chr.",2,7
779,195,"2Chr.",2,16
780,195,"2Chr.",3,1
781,195,"2Chr.",5,2
782,195,"2Chr.",6,6
783,195,"2Chr.",8,6
784,195,"2Chr.",9,1
785,195,"2Chr.",9,25
786,195,"2Chr.",9,27
787,195,"2Chr.",9,30
788,195,"2Chr.",10,18
789,195,"2Chr.",11,1
790,195,"2Chr.",11,5
791,195,"2Chr.",11,14
792,195,"2Chr.",11,16
793,195,"2Chr.",12,2
794,195,"2Chr.",12,4
795,195,"2Chr.",12,5
796,195,"2Chr.",12,7
797,195,"2Chr.",12,9
798,195,"2Chr.",12,13
799,195,"2Chr.",13,2
800,195,"2Chr.",14,15
801,195,"2Chr.",15,10
802,195,"2Chr.",17,13
803,195,"2Chr.",19,1
804,195,"2Chr.",19,4
805,195,"2Chr.",19,8
806,195,"2Chr.",20,5
807,195,"2Chr.",20,15
808,195,"2Chr.",20,17
809,195,"2Chr.",20,18
810,195,"2Chr.",20,20
811,195,"2Chr.",30,14
812,195,"2Chr.",32,19
813,195,"2Chr.",32,22
814,195,"2Chr.",32,23
815,195,"2Chr.",32,25
816,195,"2Chr.",32,26
817,195,"2Chr.",32,33
818,195,"2Chr.",33,1
819,195,"2Chr.",33,4
820,195,"2Chr.",33,7
821,195,"2Chr.",33,9
822,195,"2Chr.",33,13
823,195,"2Chr.",33,15
824,195,"2Chr.",33,21
825,195,"2Chr.",34,1
826,195,"2Chr.",34,3
827,195,"2Chr.",34,5
828,195,"2Chr.",34,7
829,195,"2Chr.",34,9
830,195,"2Chr.",34,22
831,195,"2Chr.",34,29
832,195,"2Chr.",34,30
833,195,"2Chr.",34,32
834,195,"2Chr.",35,1
835,195,"2Chr.",35,18
836,195,"2Chr.",35,24
837,195,"2Chr.",36,1
838,195,"2Chr.",36,2
839,195,"2Chr.",36,3
840,195,"2Chr.",36,4
841,195,"2Chr.",36,5
842,195,"2Chr.",36,9
843,195,"2Chr.",36,10
844,195,"2Chr.",36,11
845,195,"2Chr.",36,14
846,195,"2Chr.",36,19
847,195,"2Chr.",36,23
848,195,"Ezra.",1,2
849,195,"Ezra.",1,3
850,195,"Ezra.",1,4
851,195,"Ezra.",1,5
852,195,"Ezra.",1,7
853,195,"Ezra.",1,11
854,195,"Ezra.",2,1
855,195,"Ezra.",2,68
856,195,"Ezra.",3,1
857,195,"Ezra.",3,8
858,195,"Ezra.",4,6
859,195,"Ezra.",4,8
860,195,"Ezra.",4,12
861,195,"Ezra.",4,20
862,195,"Ezra.",4,23
863,195,"Ezra.",4,24
864,195,"Ezra.",5,1
865,195,"Ezra.",5,2
866,195,"Ezra.",5,14
867,195,"Ezra.",5,15
868,195,"Ezra.",5,16
869,195,"Ezra.",5,17
870,195,"Ezra.",6,3
871,195,"Ezra.",6,5
872,195,"Ezra.",6,9
873,195,"Ezra.",6,12
874,195,"Ezra.",6,18
875,195,"Ezra.",7,7
876,195,"Ezra.",7,8
877,195,"Ezra.",7,9
878,195,"Ezra.",7,13
879,195,"Ezra.",7,14
880,195,"Ezra.",7,15
881,195,"Ezra.",7,16
882,195,"Ezra.",7,17
883,195,"Ezra.",7,19
884,195,"Ezra.",7,27
885,195,"Ezra.",8,29
886,195,"Ezra.",8,30
887,195,"Ezra.",8,31
888,195,"Ezra.",8,32
889,195,"Ezra.",9,9
890,195,"Ezra.",10,7
891,195,"Ezra.",10,9
892,195,"Neh.",1,2
893,195,"Neh.",1,3
894,195,"Neh.",2,11
895,195,"Neh.",2,12
896,195,"Neh.",2,13
897,195,"Neh.",2,17
898,195,"Neh.",2,20
899,195,"Neh.",3,8
900,195,"Neh.",3,9
901,195,"Neh.",3,12
902,195,"Neh.",4,7
903,195,"Neh.",4,8
904,195,"Neh.",4,22
905,195,"Neh.",6,7
906,195,"Neh.",7,2
907,195,"Neh.",7,3
908,195,"Neh.",7,6
909,195,"Neh.",8,15
910,195,"Neh.",11,1
911,195,"Neh.",11,2
912,195,"Neh.",11,3
913,195,"Neh.",11,4
914,195,"Neh.",11,6
915,195,"Neh.",11,22
916,195,"Neh.",12,27
917,195,"Neh.",12,28
918,195,"Neh.",12,29
919,195,"Neh.",12,43
920,195,"Neh.",13,6
921,195,"Neh.",13,7
922,195,"Neh.",13,15
923,195,"Neh.",13,16
924,195,"Neh.",13,19
925,195,"Neh.",13,20
926,195,"Est.",2,6
927,195,"Ps.",51,18
928,195,"Ps.",68,29
929,195,"Ps.",79,1
930,195,"Ps.",79,3
931,195,"Ps.",102,21
932,195,"Ps.",116,19
933,195,"Ps.",122,2
934,195,"Ps.",122,3
935,195,"Ps.",122,6
936,195,"Ps.",125,2
937,195,"Ps.",128,5
938,195,"Ps.",135,21
939,195,"Ps.",137,5
940,195,"Ps.",137,6
941,195,"Ps.",137,7
942,195,"Ps.",147,2
943,195,"Ps.",147,12
944,195,"Eccl.",1,1
945,195,"Eccl.",1,12
946,195,"Eccl.",1,16
947,195,"Eccl.",2,7
948,195,"Eccl.",2,9
949,195,"Sng.",1,5
950,195,"Sng.",2,7
951,195,"Sng.",3,5
952,195,"Sng.",3,10
953,195,"Sng.",5,8
954,195,"Sng.",5,16
955,195,"Sng.",6,4
956,195,"Sng.",8,4
957,195,"Isa.",1,1
958,195,"Isa.",2,1
959,195,"Isa.",2,3
960,195,"Isa.",3,1
961,195,"Isa.",3,8
