data/id,data/dblId,data/relatedDbl,data/name,data/nameLocal,data/abbreviation,data/abbreviationLocal,data/description,data/descriptionLocal,data/language/id,data/language/name,data/language/nameLocal,data/language/script,data/language/scriptDirection,data/countries/0/id,data/countries/0/name,data/countries/0/nameLocal,data/type,data/updatedAt,data/countries/1/id,data/countries/1/name,data/countries/1/nameLocal,data/countries/2/id,data/countries/2/name,data/countries/2/nameLocal,data/countries/3/id,data/countries/3/name,data/countries/3/nameLocal,data/countries/4/id,data/countries/4/name,data/countries/4/nameLocal,data/countries/5/id,data/countries/5/name,data/countries/5/nameLocal,data/audioBibles/0/id,data/audioBibles/0/name,data/audioBibles/0/nameLocal,data/audioBibles/0/dblId,data/countries/6/id,data/countries/6/name,data/countries/6/nameLocal,data/countries/7/id,data/countries/7/name,data/countries/7/nameLocal,data/countries/8/id,data/countries/8/name,data/countries/8/nameLocal,data/countries/9/id,data/countries/9/name,data/countries/9/nameLocal,data/countries/10/id,data/countries/10/name,data/countries/10/nameLocal,data/countries/11/id,data/countries/11/name,data/countries/11/nameLocal,data/countries/12/id,data/countries/12/name,data/countries/12/nameLocal,data/countries/13/id,data/countries/13/name,data/countries/13/nameLocal,data/countries/14/id,data/countries/14/name,data/countries/14/nameLocal
5b835ce16a1703ff-01,5b835ce16a1703ff,,Indian Revised Version (IRV) Telugu - 2019,ఇండియన్ రివైజ్డ్ వెర్షన్ (IRV) - తెలుగు -2019,IRVTel,IRVTel,Bible for all,Bible for all,tel,Telugu,తెలుగు,Telugu,LTR,IN,India,India,text,2020-09-15T04:33:34.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2eb94132ad61ae75-01,2eb94132ad61ae75,,Thai KJV,พระคัมภีร์ภาษาไทยฉบับ KJV,KJV,KJV,Protestant,โปรเตสแตนต์,tha,Thai,ไทย,Thai,LTR,TH,Thailand,Thailand,text,2020-09-11T17:48:57.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30cb581bcc911c45-01,30cb581bcc911c45,,God's Book in Toma,GALA Sɛʋɛi,GS,GS,portions,portions,tod,Toma,Toma,Latin,LTR,GN,Guinea,Guinea,text,2020-09-11T17:59:45.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25210406001d9aae-01,25210406001d9aae,,Tongan Revised West Translation,KO E TOHI TAPU KĀTOA,tonRWV,RWV,"The Holy Bible in Tongan, Revised West Translation","The Holy Bible in Tongan, Revised West Translation",ton,Tonga (Tonga Islands),lea fakatonga,Latin,LTR,TO,Tonga,Tonga,text,2020-09-11T17:08:18.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de0270810140edf9-01,de0270810140edf9,,Indian Revised Version (IRV) Urdu - 2019,इंडियन रिवाइज्ड वर्जन (IRV) उर्दू - 2019,IRVUrd,IRVUrd,Urdu Bible for All,Urdu Bible for All,urd,Urdu,اردو,Devanagari,LTR,IN,India,India,text,2020-09-15T06:04:45.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e01f11e9b4b8e338-01,e01f11e9b4b8e338,,Sob Jonah and Luke,Profet Yonab / Dora Nama Lukede Feiaga,SobP15,SobP15,Sob Portions 15,Sob Portions,urw,Sop,Sob Dora,Latin,LTR,PG,Papua New Guinea,Papua New Guinea,text,2020-09-15T06:06:57.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2d40ebca6db1ec5-01,c2d40ebca6db1ec5,,The Bible in Vidunda,"Ilagano lya Katali, Ilagano Linyale kwa Wanhu Weng’ha",Vidunda,Chividunda,"New Testament, Pentateuch",Chividunda,vid,Vidunda,Chividunda,Latin,LTR,TZ,"Tanzania, United Republic of","Tanzania, United Republic of",text,2020-09-15T05:45:32.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b878de073afef07-01,1b878de073afef07,,Vietnamese Bible (1934),Vietnamese Bible (1934),vie1934,VIE1934,common,chung,vie,Vietnamese,Tiếng Việt,Latin,LTR,VN,Viet Nam,Viet Nam,text,2020-09-11T16:38:07.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe8f67d8ba9025c-01,afe8f67d8ba9025c,,Yalunka Bible,Kisin Kiraan Kitabuna,Yalb,Kitabuna,Protestant Bible,Protestant Bible,yal,Yalunka,Yalunka,Roman,LTR,GN,Guinea,Guinea,text,2020-09-15T05:26:07.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a448a0135a6a70a-01,8a448a0135a6a70a,,Yapese Bible,Bible Ni Thothup,yap,YAP,common,common,yap,Yapese,Yapese,Latin,LTR,FM,"Micronesia, Federated States of","Micronesia, Federated States of",text,2020-09-11T22:44:16.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e7a704dd32c4280-01,7e7a704dd32c4280,,The New Testament in Zaramo,Lagano Da Isambi Da Mndewa Na Mkombola Wetu Yesu Kilisto,Kizalamo,Kizalamo,New Testament in Zaramo,Lagano da Isambi Muulonzi wa Kizalamo,zaj,Zaramo,Kizalamo,Latin,LTR,TZ,"Tanzania, United Republic of","Tanzania, United Republic of",text,2020-09-10T20:47:12.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9f3cf58d557a9f3-01,c9f3cf58d557a9f3,,The New Testament in Zigua,Lagano hya,ZiBT,ZiBT,Zigua NT,Zigua NT,ziw,Zigua,Zigula,Roman,LTR,TZ,Tanzania,Tanzania,text,2020-09-15T05:47:14.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
